0,1,2,3,4,5,6,7,8,9,y
-4.914,-1.778,-2.179,-4.683,-8.609,4.304,3.787,-5.886,6.678,7.837,-60.01967100000001
5.006,0.697,0.447,2.348,-7.296,7.772,6.168,4.135,-2.249,8.037,160.938545
4.878,-8.364,-0.849,-8.041,4.137,-7.912,5.91,-4.559,-4.426,-6.21,-196.861891
-5.795,-7.468,-9.758,0.85,6.884,5.124,0.947,-9.26,3.038,-0.939,-160.79561299999997
5.143,3.58,8.251,0.344,-5.804,-4.941,-1.171,-5.167,-8.492,5.203,-10.23394099999998
-0.807,-5.364,-1.734,8.472,3.841,6.596,-4.696,7.84,1.825,-3.15,97.917824
-4.628,0.465,1.347,5.019,-4.21,8.022,-8.531,0.734,5.226,-7.859,-24.64582400000002
2.837,-5.729,-5.111,-9.929,-0.096,-5.452,-2.961,-9.857,2.649,7.703,-200.511563
2.984,2.039,-6.855,-6.501,-0.798,-6.999,-6.167,1.875,-2.897,6.055,-119.70149200000003
-5.514,-4.502,2.631,9.476,-8.161,7.76,-0.36,-2.535,6.631,1.749,47.24930800000001
3.712,1.474,6.233,0.335,0.704,-5.2,5.519,-2.164,-3.377,-7.245,6.512516000000012
-0.091,7.425,-3.277,4.416,2.776,-7.77,-9.079,-3.772,9.164,6.484,71.72993
-3.494,-9.076,-2.033,-2.279,8.35,-3.326,3.438,5.427,4.25,-0.595,15.235552999999976
-3.685,1.55,5.386,-2.698,-5.611,1.827,-3.725,6.576,-6.558,-9.935,-104.412792
3.813,3.556,9.037,-5.994,-0.496,8.673,-9.984,-9.584,-6.75,-5.847,-101.60135199999996
4.777,-7.044,9.85,-1.921,2.778,2.232,7.681,5.517,-7.42,-8.763,60.263047
6.397,4.384,7.964,4.412,-0.386,3.924,-8.615,3.345,3.875,-0.414,211.26990800000004
-5.361,0.178,-8.293,8.545,9.122,6.259,-6.987,8.411,5.011,5.16,163.864014
-0.427,-0.28,-8.931,5.104,-7.959,-4.725,-5.782,7.274,-9.299,2.797,-163.553023
-4.509,5.804,1.041,-6.191,0.502,-2.604,-3.649,-3.957,-6.525,5.621,-99.62728499999999
6.885,4.405,7.105,-2.956,-8.997,6.909,0.39,-7.093,-3.36,-7.6,-48.551385999999965
-7.182,9.381,7.937,4.073,6.092,9.155,5.173,-2.374,-5.325,-5.334,149.316129
5.379,-5.252,-3.79,4.31,-4.019,1.329,-9.607,5.689,-4.443,-9.339,-142.16525000000001
-4.821,-8.339,-3.518,4.104,3.116,1.377,4.451,7.654,9.532,-9.242,34.33873200000002
-7.989,7.845,-8.135,-9.605,2.463,8.71,-0.757,9.851,4.833,8.807,109.96815800000005
-8.694,0.973,7.82,1.025,-3.828,5.834,4.781,-9.147,-3.105,9.865,29.662554
-3.037,-1.79,-9.826,0.516,6.11,1.462,0.235,5.993,-7.371,-9.551,-147.623549
-8.131,-9.943,1.261,-7.876,-5.982,-2.627,-4.673,-2.327,-6.932,-4.029,-367.384979
-7.627,5.519,-4.581,-5.054,-5.986,9.254,2.711,9.58,0.37,-0.848,10.948641999999998
-9.759,3.054,-3.18,3.118,5.375,-7.678,-0.941,-6.039,6.015,7.151,-8.067184000000005
3.402,-7.293,1.711,9.881,-1.73,1.936,6.778,-9.537,-1.243,2.924,21.11559799999999
7.579,-9.038,7.303,-4.043,-3.736,5.398,5.043,-6.407,-7.4,5.874,-18.594875999999985
-7.544,3.784,-9.744,-6.369,3.734,8.481,1.707,-7.583,-5.932,-9.736,-266.078713
-7.396,-3.762,-4.336,4.893,7.1,-3.84,-4.225,-4.88,-6.669,-6.609,-221.98246199999994
-5.36,-8.359,-7.082,8.616,-8.487,-7.027,-7.561,1.124,-9.873,8.439,-257.0868770000001
-2.449,-2.834,-6.931,-6.788,-5.83,3.977,-9.843,-1.109,-5.956,1.824,-277.42656600000004
9.119,-7.946,-3.559,-2.422,5.98,-3.401,-8.197,-0.407,-5.599,1.398,-109.425146
5.974,5.307,7.474,2.538,-5.21,-2.302,8.024,8.229,-1.588,-0.105,223.16784499999994
-1.811,5.502,2.66,-9.399,-7.613,2.636,-3.665,-1.267,-2.823,5.98,-67.803789
1.212,-5.447,2.025,1.649,-2.702,-3.133,2.01,-0.195,6.54,4.186,55.92263399999999
7.156,5.519,2.781,-2.231,5.61,9.83,6.676,-0.539,9.607,1.809,320.943375
5.031,-8.613,3.625,9.181,-1.816,-3.833,6.774,-4.97,-7.375,4.249,3.5006279999999954
-9.354,-0.494,-3.808,6.507,5.628,6.454,-7.976,2.916,-3.316,-0.018,-25.47633400000001
-2.798,3.941,-0.857,2.546,3.213,-0.176,-4.39,-2.49,-6.136,-0.515,-56.81709600000001
-8.323,-4.783,4.092,8.058,0.894,-8.527,3.539,-5.339,-4.102,7.62,-36.410252000000014
-1.127,9.916,2.762,-5.403,-1.849,-8.783,-6.989,-0.129,0.894,-3.186,-65.91385100000001
-5.131,9.982,-0.159,0.579,3.266,-9.774,6.207,-5.039,-5.901,5.405,-2.308111000000011
5.141,0.99,3.004,-5.566,1.719,0.325,4.3,0.504,-4.85,3.9,63.587740000000004
-1.14,7.075,-0.936,-4.205,-8.54,-2.278,3.305,-9.795,-8.939,-3.002,-233.73174299999994
5.171,3.747,2.671,3.388,8.429,3.465,-2.367,9.5,9.806,3.516,371.60829899999993
-9.397,-2.791,-3.582,2.496,3.03,1.007,2.889,9.65,-0.08,9.979,103.41702899999999
7.867,-3.867,-8.214,-9.676,-9.377,4.539,-8.654,-0.551,-3.938,-7.659,-315.41876500000006
-4.309,-0.872,7.099,8.222,-5.581,7.929,-8.231,2.42,-8.725,-5.235,-42.28250400000001
-9.468,-3.93,9.443,-1.75,0.637,1.193,6.247,3.703,7.744,3.598,154.957256
1.648,0.858,-9.623,3.051,7.635,8.819,-2.335,-9.512,-1.155,5.81,-10.595245999999996
-3.977,-5.265,6.297,-5.139,5.703,-0.073,7.547,8.307,2.183,-9.257,65.06021199999999
3.533,-0.893,-5.929,-6.559,8.818,1.726,4.739,-3.806,-0.08,3.012,3.579424000000003
-2.846,7.497,4.142,7.94,4.252,-1.064,-2.49,-1.43,-8.426,-1.982,50.485902000000024
-3.308,-6.345,-7.368,-8.558,-1.333,6.32,-8.794,9.955,-7.717,-1.798,-217.785617
8.663,-0.399,5.03,3.295,-6.64,2.965,-8.477,8.421,-4.52,2.994,104.46106400000001
6.916,7.47,0.76,8.03,2.947,9.374,-6.815,5.754,-0.18,-7.288,196.95868399999998
-4.649,-8.124,5.289,-4.065,-6.185,-9.512,-6.128,-4.905,0.648,-8.627,-306.405057
-5.603,-4.405,5.738,-5.151,-4.123,-2.921,-8.102,-2.748,-3.226,2.748,-176.46874999999997
-9.084,6.68,3.481,3.431,9.153,1.24,0.661,4.303,8.904,-6.164,191.502328
-8.41,9.996,8.751,-0.205,0.336,1.846,-8.523,9.289,-1.134,-2.8,116.04596899999999
-5.865,-0.495,6.061,-9.201,-7.341,9.873,7.169,-0.053,1.646,5.482,41.56131099999999
-4.294,-0.963,0.306,6.792,-6.307,-3.131,-7.219,-5.121,0.867,8.743,-62.50549499999998
7.051,-4.738,-1.767,5.508,-2.432,-1.947,5.863,4.911,-1.552,0.545,74.57077499999998
-1.805,6.041,5.966,-4.684,6.052,9.014,5.045,0.04,0.923,-6.884,136.483864
3.698,-9.789,5.671,4.033,4.371,-1.152,0.937,3.439,-3.504,-3.066,46.637994000000006
-0.553,-2.377,4.091,6.077,2.897,5.755,8.135,1.152,7.49,-0.097,232.66463
-6.803,4.522,-3.381,-1.526,-4.824,-3.662,4.496,1.99,-1.305,-8.311,-141.00706
8.976,2.129,-9.891,-4.785,5.17,7.978,-9.274,-9.375,-6.351,-3.503,-185.274043
-6.483,-5.374,0.528,3.76,-8.627,8.802,7.684,-8.66,0.791,2.693,-73.745717
6.264,-9.977,-9.723,-9.158,8.011,-0.436,-5.648,-2.574,2.656,-5.107,-206.273006
-5.15,4.809,-5.314,5.927,5.0,3.489,-9.116,9.561,4.193,9.384,185.929062
-0.444,5.815,8.236,-1.284,-6.547,0.366,-9.635,2.038,-2.915,-0.201,0.161023000000025
9.989,8.021,0.106,-2.241,4.371,-8.83,-0.494,-7.032,3.947,-3.748,35.997284
8.396,4.059,-8.192,-5.193,1.562,0.757,2.521,-9.058,6.827,5.37,16.309207000000022
4.521,-9.452,-9.802,3.242,8.876,-8.994,-1.562,-8.644,1.4,6.183,-120.482628
8.683,-6.012,-3.882,-0.977,3.893,-3.151,-3.514,5.394,-8.091,9.747,15.021864999999991
3.683,3.195,-7.374,3.217,4.312,0.315,4.682,-6.842,-4.855,-4.616,-71.94045899999998
-5.605,3.976,6.145,6.766,8.463,5.111,6.62,-1.076,-4.567,-8.14,122.85494599999998
-4.316,-3.073,-5.496,-2.824,-8.68,6.794,1.13,9.614,-9.33,-5.193,-177.444703
4.837,3.154,-1.625,-5.411,2.777,0.26,3.977,1.317,9.604,3.16,159.57241899999997
-2.476,-2.461,8.239,6.636,-4.337,9.08,-5.438,-1.114,1.565,-8.753,15.855407999999997
6.089,-2.733,-8.554,2.905,-8.871,2.162,-3.732,-1.631,-0.273,1.796,-120.388154
1.973,-6.877,-8.703,-6.487,3.658,0.249,1.836,-0.001,-2.249,-6.639,-197.423904
1.789,1.792,7.074,0.291,6.803,2.967,-7.622,4.364,-8.232,-5.297,50.94385899999999
9.996,-5.66,6.378,1.304,-1.475,-7.157,8.769,-3.297,-1.727,8.432,115.78229999999999
-3.391,9.663,-3.478,-9.837,7.95,-0.593,-3.261,-6.884,3.972,0.684,-41.013504000000005
-9.533,-4.53,-7.307,8.788,7.712,-6.931,4.965,1.219,9.089,7.082,82.59871199999999
-0.453,-1.346,-5.02,7.412,-1.178,-8.938,8.611,-7.784,2.841,-2.299,-77.76046299999999
-3.127,-1.211,-9.518,4.42,-9.477,5.061,-1.854,5.612,9.992,8.401,49.569546999999986
-4.514,7.011,-6.816,-9.406,7.998,1.666,-2.224,6.01,-0.597,5.908,36.466398
9.892,9.378,3.627,8.67,3.807,-1.596,-4.593,-9.023,-2.313,9.694,202.020426
-8.789,-5.108,0.136,-2.314,0.679,0.246,-0.256,9.959,-5.892,3.72,-40.36974200000003
9.303,5.933,5.112,2.688,-0.057,4.105,5.618,-5.193,-5.334,6.015,185.32350100000002
-3.195,-0.115,-1.853,0.812,8.672,-8.659,3.703,-3.619,-1.388,-2.926,-59.62545000000001
-5.053,7.803,4.393,5.827,2.648,7.566,-3.755,-9.483,-1.944,1.236,58.50077599999999
7.348,-3.67,-6.784,-8.671,6.994,3.114,-8.579,7.236,-4.686,6.419,-12.973299999999995
-0.838,-1.0,0.841,8.926,-5.325,2.37,-5.339,-8.629,4.96,-1.498,-44.512308
6.375,-7.474,-1.885,-5.679,-6.532,-0.291,7.971,2.886,9.516,-1.801,12.066376999999985
5.118,0.943,-1.063,-3.551,5.701,0.5,6.23,-3.037,-9.72,-6.0,-63.89140499999999
1.678,-7.58,1.734,8.146,1.38,5.435,9.347,9.522,-1.138,0.792,204.963095
-9.811,-2.146,-1.597,-2.141,8.828,9.376,-5.142,6.626,-3.33,9.225,75.02939399999998
5.488,-7.861,5.413,-7.362,7.197,-4.632,-1.828,4.225,7.589,-5.064,56.38665100000002
5.864,-0.549,-2.077,4.789,-2.273,8.308,-2.613,5.627,2.787,-8.825,69.77452100000001
-3.85,-7.431,8.227,6.534,7.235,-7.435,-9.938,-4.873,-4.799,7.362,-24.804094999999997
-6.0,4.078,7.916,-1.019,-4.355,8.839,0.606,-4.854,-6.308,5.45,24.076925000000003
5.039,5.004,-8.567,4.761,-1.73,-1.367,9.314,5.849,4.503,5.03,182.269961
-3.961,5.566,6.327,3.898,1.798,-0.134,0.456,3.488,-8.768,-9.496,8.164516999999975
9.064,-0.902,-6.424,2.87,5.761,-3.864,4.408,1.952,-1.221,-9.298,-1.039615000000012
0.47,1.773,3.183,-7.014,1.902,8.724,-5.546,-4.256,1.372,-8.457,-63.52315300000001
-9.696,-2.909,-6.313,-1.242,-1.392,-6.24,-9.813,-0.407,-2.579,-5.608,-323.84955899999994
1.395,-3.33,0.831,-4.441,3.921,-4.508,3.512,-1.154,-0.849,3.483,-5.804181
-8.094,5.187,-8.373,-1.065,-0.872,6.706,3.828,2.302,0.369,-0.022,-28.85126599999999
-0.636,2.341,9.398,0.926,-2.6,2.44,-2.435,9.171,9.075,3.533,271.06097
-0.3,1.637,2.854,8.022,8.099,5.098,-6.452,4.227,8.544,0.297,256.920814
2.038,-5.841,5.193,1.683,0.255,-4.859,-2.664,-3.288,-2.053,9.304,16.079492999999992
-3.284,0.107,5.602,9.587,1.07,-6.338,-2.185,6.625,4.296,-4.398,124.152359
4.076,-6.836,-8.007,-5.984,-7.12,-3.91,6.739,-7.975,-7.709,-3.201,-337.40006800000003
6.276,8.001,-3.31,-4.458,4.029,5.23,-8.224,-8.61,-8.157,4.072,-62.964040999999995
-5.77,-3.88,8.231,4.085,-4.33,-0.278,-3.94,-0.733,2.288,1.671,9.115816999999998
9.488,6.789,-1.788,-2.894,2.185,7.747,-2.544,-1.395,-7.937,9.485,113.689808
8.321,3.885,-3.901,2.017,-0.505,7.971,-6.727,0.064,1.001,-9.791,-1.3040600000000069
-3.383,-0.636,-1.366,-5.915,-2.73,4.336,7.63,7.938,4.538,4.857,106.23619800000002
-3.534,1.425,-2.741,6.976,3.071,-3.76,-7.27,7.889,-1.513,-8.51,-33.98958499999999
-9.697,8.192,8.595,-6.094,-9.863,3.989,7.259,-2.719,6.666,-4.575,19.760080000000038
7.71,-3.692,1.713,-6.8,5.794,-9.396,-7.309,-6.939,3.203,-5.471,-134.16447
-4.036,3.303,-9.065,-8.377,7.965,5.644,-5.086,-1.93,4.692,-1.414,-78.49609499999998
7.826,-3.109,-4.84,0.756,7.182,1.395,-0.537,-2.717,6.733,-0.398,74.93196300000001
6.342,7.886,-1.762,-3.311,-1.37,-8.619,-8.748,9.953,-3.754,-1.691,-2.832685000000005
9.637,8.087,-5.253,0.769,8.882,0.851,-4.378,6.845,6.6,4.47,273.87226899999996
-7.167,2.355,7.013,5.946,-7.877,-4.292,8.145,-3.1,6.722,-1.269,62.505520000000004
-2.329,-3.155,5.406,7.531,-3.806,-8.577,-0.667,9.628,3.099,8.606,162.66907199999997
-4.819,7.458,-2.027,-2.112,3.114,6.898,-3.091,-1.908,4.211,-3.616,22.258894000000005
5.25,3.736,-3.143,-2.052,9.348,-2.615,3.417,0.495,-9.506,1.775,33.87168
9.651,-1.568,3.714,-2.415,-9.068,4.751,5.347,3.231,0.354,-5.734,48.054480000000005
-5.998,-0.468,2.817,-9.777,5.844,0.233,-2.394,0.569,3.232,3.433,0.5107530000000011
-1.606,-8.527,1.141,2.48,4.555,-9.203,5.614,-6.601,-9.313,6.143,-117.095482
9.56,9.509,-0.427,-0.014,-9.535,-1.577,-2.888,3.421,-7.72,9.115,68.921738
-1.381,3.061,0.276,-0.327,4.641,7.575,-5.217,2.524,-4.186,6.365,95.53429799999999
5.799,6.829,-0.444,-9.796,3.432,0.276,0.382,2.123,9.445,4.211,170.80186600000002
0.368,8.459,4.784,9.246,1.883,3.671,3.573,2.725,9.046,-5.453,290.91281899999996
3.38,-1.305,3.905,7.199,-4.054,-0.481,5.061,-8.898,-6.199,-2.118,-45.69003499999999
-2.682,-3.601,2.691,3.664,-7.641,-3.171,-6.637,2.143,-0.325,0.892,-82.44182800000002
6.883,6.176,8.864,8.212,5.372,-5.032,-5.007,-1.028,9.692,4.815,327.58815300000003
-3.883,-7.596,-8.831,-7.957,-1.773,-7.265,-2.161,-6.957,8.965,-1.146,-287.73319499999997
9.058,2.57,5.924,-3.152,7.242,-0.79,6.691,3.064,-6.434,8.331,239.29826999999997
-8.318,0.803,0.649,-8.205,5.562,-2.896,7.802,-4.644,-1.266,6.416,-35.794693999999986
-7.832,5.321,9.613,6.102,7.565,6.068,1.87,3.277,-5.118,1.455,222.86906199999996
6.109,0.362,-6.681,-8.598,-7.617,4.543,2.241,-8.235,2.7,3.3,-128.95302299999997
-3.734,-8.29,-7.589,1.785,7.351,-1.759,-0.943,2.544,-0.32,8.477,-23.571535000000026
-2.016,-7.078,-4.283,2.813,-5.457,-6.947,9.672,5.752,1.316,2.839,-27.819928000000004
-5.563,-8.713,3.285,-6.449,0.07,-4.095,5.792,-7.648,-3.163,-9.473,-269.9202
-0.672,9.517,-0.14,8.135,-2.406,5.651,5.943,-3.226,-7.152,4.41,117.46149499999999
1.702,-8.831,5.028,-3.257,-1.375,8.517,0.111,1.81,2.47,-2.22,26.270225999999994
7.217,-3.003,-6.602,-1.046,9.828,-5.346,-2.921,2.259,2.147,0.526,24.376055999999974
-0.45,9.006,4.971,6.289,-4.545,-1.041,1.623,-6.332,-2.114,8.86,120.32653000000002
-7.33,3.236,-4.159,-7.047,6.703,-5.896,-1.908,-0.729,9.946,0.643,-29.509718
5.977,5.547,-5.253,-4.018,-9.73,6.288,-3.796,2.963,-7.392,-3.239,-117.591646
-7.91,-8.649,9.855,-2.452,-1.921,1.144,-5.64,6.65,8.521,4.472,79.88596900000002
4.348,-8.509,0.033,6.427,-6.091,-3.053,-7.185,-6.017,0.808,5.323,-97.71558900000002
-5.356,-6.054,0.29,-2.802,5.189,-9.053,7.898,-9.944,-2.974,-4.169,-206.33144400000003
1.852,-3.424,-5.759,4.998,-9.648,3.229,7.993,2.334,-5.568,-2.251,-82.84894600000001
5.971,-4.642,5.95,-4.271,2.325,1.976,-1.855,1.107,1.415,-1.434,59.70287900000001
-0.957,3.786,8.407,-8.097,-4.048,8.156,-8.49,-6.437,1.721,-5.081,-71.80631799999998
6.384,6.933,-6.297,0.168,7.281,-6.228,8.932,4.678,-2.922,9.132,192.99573500000002
3.59,-1.677,-5.96,3.489,1.826,3.814,-5.05,9.179,-7.854,9.218,70.58347199999999
9.636,1.471,-2.521,-0.299,0.845,2.406,-1.745,-7.472,0.257,-1.299,-14.70712899999999
8.448,-0.872,-4.851,3.771,-8.238,-9.481,-6.227,0.515,-3.195,2.756,-119.464219
1.635,-5.107,-7.629,-9.794,9.426,3.712,9.742,-0.794,4.4,-6.528,-44.407388999999974
-8.856,6.369,-8.469,3.942,-4.258,-8.352,8.583,-9.037,4.697,-8.844,-199.885717
3.053,-1.579,-3.379,0.816,7.906,8.073,4.978,6.217,-1.821,-7.091,101.36767200000001
-7.432,-8.088,-2.907,-1.614,0.194,-1.127,-0.988,-1.704,-1.357,2.18,-170.156712
-4.051,-6.035,-1.952,-1.409,-7.034,5.275,-2.378,1.338,4.991,-2.838,-107.93899700000003
6.519,-3.874,-7.322,5.95,-4.389,-1.345,7.645,-7.157,-5.686,-4.035,-148.024194
-2.151,-9.759,-4.903,-7.51,9.46,0.619,6.184,9.206,-3.09,-5.572,-64.63683700000001
-2.207,6.026,1.241,7.365,-3.931,-9.478,-9.337,6.913,-3.813,-7.235,-63.236340000000006
-5.28,-2.717,1.148,2.818,-7.411,-0.38,-6.959,-6.493,-9.22,2.306,-237.23147800000004
6.495,1.882,-7.098,-0.738,-9.91,-1.397,-3.091,-4.629,-5.072,6.261,-151.55636700000002
6.301,-1.848,5.706,8.688,-5.285,-1.995,1.886,4.863,-5.168,3.727,135.33011900000002
-7.147,-8.635,8.151,-2.57,-5.908,-0.204,-2.217,9.211,7.582,-7.714,-25.720320000000008
5.082,4.924,9.757,3.184,-6.241,9.288,0.567,-8.858,-5.013,-4.827,39.89334900000004
6.107,-1.809,4.038,5.4,-3.066,9.642,-2.014,6.47,7.449,0.598,245.626153
4.494,-2.37,5.801,7.406,1.668,-0.603,-1.506,2.117,-1.852,-8.952,59.758285999999984
0.317,7.881,-3.105,5.606,9.609,3.479,-5.27,9.497,-2.987,-1.784,178.962466
-2.728,-1.968,5.581,-9.887,9.324,9.205,7.197,4.353,-1.082,-2.47,121.43190699999998
-8.723,2.992,3.522,9.994,-6.581,-7.022,-9.333,-9.175,8.99,4.224,-46.93371700000002
4.107,2.471,2.869,-6.896,-0.194,1.453,5.604,9.67,5.368,0.674,195.89173699999998
1.534,-9.94,-1.397,1.249,-2.052,0.053,-8.301,4.677,-5.321,-6.555,-182.20545199999998
6.76,-0.183,3.763,0.972,-9.219,-8.433,3.944,-1.785,0.882,5.349,25.921552000000005
-3.88,-1.268,5.897,1.556,7.538,2.872,8.142,-0.765,6.323,2.909,218.34138700000003
-3.288,-4.928,4.797,-9.123,0.599,2.873,-9.705,9.139,6.136,6.723,65.616737
9.916,2.613,-8.345,7.463,-0.662,-3.311,-5.246,5.587,-7.47,9.128,63.295291999999996
0.242,5.799,0.654,-0.524,5.589,-0.015,2.878,-8.846,-1.294,5.002,54.82184100000001
-7.503,3.48,-2.854,-9.197,-6.477,4.811,-0.062,7.231,7.647,-0.091,-16.579934999999995
-1.306,1.517,-4.092,1.552,1.746,6.507,-3.001,-0.767,8.022,-4.391,31.779391999999994
8.745,-4.194,0.503,-7.167,8.499,7.593,5.296,-0.542,9.776,-0.242,188.931554
3.596,9.225,-2.997,6.536,-2.616,-8.325,0.048,-1.878,-1.942,0.016,14.845256000000003
-7.64,1.079,6.298,6.292,7.363,5.359,9.127,-8.984,3.006,-4.165,114.824539
-1.994,-8.06,-5.793,-1.904,4.468,9.599,-9.307,-3.11,9.869,9.508,13.14617699999998
7.147,-3.327,3.372,3.633,-5.757,7.062,4.299,1.479,-7.004,-0.779,51.939600000000006
3.496,3.163,7.887,-7.739,9.893,4.986,-3.016,-4.544,-5.35,-5.671,24.962026000000037
5.967,1.749,-6.571,8.777,1.514,-0.493,-6.227,0.369,-5.639,0.52,-12.036174000000006
9.921,0.576,5.751,1.874,3.206,-3.964,8.259,9.047,-2.068,-9.025,185.50872699999996
6.699,-8.649,-6.095,-3.942,2.935,-6.936,2.769,-1.205,0.99,4.142,-78.348557
-7.789,9.203,0.597,-5.655,0.278,-0.727,0.496,3.223,1.005,-6.379,-29.047525999999998
-0.793,-4.461,-8.677,-6.759,8.66,-1.251,7.952,-8.64,-9.179,1.149,-209.49987
-7.652,-7.032,-4.772,-0.594,3.697,3.43,-8.863,5.801,6.696,-2.916,-74.58934000000002
-8.8,-1.032,0.313,-1.772,5.76,2.252,-3.279,5.801,7.491,0.363,74.97623799999998
9.413,7.541,-8.579,-9.417,-9.887,6.317,1.551,-2.24,-9.706,4.458,-128.613617
-2.945,2.07,9.476,6.365,6.754,-6.92,9.955,-1.947,8.793,-3.011,235.902125
3.114,5.002,2.031,0.978,1.761,2.124,7.719,0.682,6.791,1.586,227.330436
6.486,-0.526,2.556,-6.886,-7.887,-7.623,7.684,3.85,3.182,-5.624,-24.823474999999995
-5.378,-5.866,5.201,-4.659,-9.976,7.258,-6.437,5.852,-2.149,4.057,-72.35129599999999
7.65,9.125,-4.032,7.546,9.545,6.645,-3.045,-4.681,-2.014,-3.376,143.52162600000003
3.565,8.251,-8.085,-7.996,-6.832,-8.459,-9.949,-9.481,1.438,-0.974,-284.31907
-4.127,-6.453,3.526,-0.863,4.564,-7.584,3.552,-0.406,6.505,-8.799,-50.75734
6.757,-8.554,9.12,-8.563,5.156,2.849,-0.43,-5.502,-4.816,6.459,19.06287199999999
-2.789,4.188,0.757,8.113,7.394,-1.775,4.755,-5.103,6.581,7.524,217.214988
-3.226,5.337,5.304,3.656,6.047,2.397,7.293,-3.654,-9.724,-2.542,66.056398
0.949,9.762,-0.492,-3.941,-9.473,0.456,7.762,-7.329,-2.389,-1.212,-71.52501799999999
1.203,-4.633,8.322,3.519,7.083,-0.69,-5.596,5.382,3.918,-2.895,154.391887
-6.599,-8.518,9.62,-8.973,-3.938,0.806,-2.883,4.799,0.936,-5.258,-111.96239600000003
7.105,-1.979,-0.687,-5.988,9.332,0.342,-0.742,0.527,-6.132,-0.817,-0.8934239999999871
5.383,-6.472,-0.11,-2.415,1.144,-1.074,-7.722,6.611,-7.88,7.795,-20.50027400000002
7.007,3.665,0.748,5.059,2.584,5.201,4.703,-6.074,-3.593,-9.407,40.47654299999999
5.028,-9.021,6.291,-1.597,3.757,8.244,2.281,3.22,-9.304,-3.654,26.83041199999999
-2.582,-0.046,8.297,5.055,-5.613,3.192,-5.84,-4.487,-8.866,9.197,-2.810752000000008
-2.291,-7.922,2.165,5.511,1.634,1.61,-4.484,-6.994,-0.32,3.948,-52.965695
3.411,-5.542,-7.442,-5.338,-2.541,-8.925,-4.747,2.529,1.245,8.702,-126.78446699999999
4.911,6.409,-0.702,-1.573,-1.274,1.919,-3.16,-2.735,9.233,8.394,158.970097
-6.22,-9.026,-4.322,6.544,2.349,-8.266,9.595,4.246,-5.939,5.705,-43.585436999999985
4.212,-2.06,-7.959,2.751,9.66,1.427,-6.105,-1.425,0.729,6.859,46.35221999999999
7.435,1.911,5.54,7.077,-3.9,7.583,-9.442,-4.812,5.525,-4.668,94.539601
-7.212,4.166,-9.205,-2.898,7.187,7.041,-2.861,5.373,2.511,8.003,76.431985
8.339,0.345,7.444,-4.454,-4.542,-9.7,1.506,-8.812,-9.566,1.292,-126.64969099999996
-5.328,9.688,0.823,-8.563,-1.734,1.883,-2.099,-1.21,8.528,-7.429,-29.337032
3.949,-9.057,-3.652,-9.636,-7.412,3.217,1.635,4.122,-0.718,2.955,-123.02173699999997
1.33,-2.656,2.754,1.173,-6.556,-1.238,6.537,8.712,-2.752,-6.136,14.138824999999997
3.41,-8.731,-5.692,2.033,-7.182,3.453,-9.757,2.497,1.871,6.208,-90.19403700000004
0.084,-7.929,3.245,5.438,8.251,-5.228,-4.57,7.556,0.315,-7.076,36.06994899999999
-2.168,-0.013,-9.09,2.097,-4.635,7.495,6.471,-8.134,5.27,-6.857,-123.398805
6.615,-3.189,-4.674,-4.906,9.292,-8.49,-7.077,-5.071,1.166,-9.973,-186.447339
-6.829,6.748,-9.305,-5.801,-2.364,8.805,-7.34,3.897,6.66,7.328,3.795296999999991
-6.844,-9.488,-8.652,7.26,2.857,-3.616,-1.838,-9.836,5.819,5.06,-157.164495
-5.449,7.01,-7.816,4.12,6.547,-6.446,5.294,5.608,-7.564,-9.164,-65.22449400000002
-6.62,-7.505,-8.906,-5.896,-8.64,2.992,-3.267,-7.878,-8.956,4.388,-406.422907
-2.353,5.527,0.566,8.053,1.282,-9.361,-6.671,-0.741,1.557,-3.059,-6.626471000000006
9.332,5.806,8.553,-1.769,-9.031,8.963,-9.461,6.34,-6.33,-9.705,33.500885
-7.285,-5.634,1.26,4.778,7.814,0.499,-7.263,-1.919,6.175,-2.222,-7.238528000000006
1.933,5.41,5.316,-4.528,-9.127,7.127,-6.451,2.363,-9.979,-2.787,-76.993012
-2.375,-0.497,-2.382,3.767,9.329,-3.599,-0.769,-1.222,7.893,-9.151,16.658726
0.03,9.201,-5.494,0.388,-4.289,3.382,-3.247,3.836,-0.399,5.39,56.92617
-3.874,-5.237,-4.142,-9.811,0.385,-9.797,2.713,-1.371,-5.831,-6.985,-322.93699300000003
5.319,-9.472,-0.105,7.122,-5.021,4.739,9.816,2.473,0.859,-1.718,76.326838
-4.807,-9.289,-6.754,4.275,6.647,3.59,-8.44,-2.452,-7.525,8.608,-133.11145799999997
3.276,-6.305,-4.833,-5.376,2.636,6.162,2.711,8.309,8.562,-6.187,55.08929999999996
-0.107,-7.702,8.625,-0.937,-7.795,3.07,-0.44,4.948,-6.664,-9.72,-109.850568
3.212,-7.961,-7.315,-8.516,-4.527,-7.697,2.483,-8.871,8.278,-5.89,-286.51726
4.876,1.169,0.94,8.529,-0.468,5.85,1.903,-7.417,-5.888,2.933,60.50877200000001
-4.314,3.679,3.785,-9.103,4.102,6.25,-5.495,2.086,1.735,9.585,105.73901600000002
3.256,2.935,-5.758,-8.98,0.077,2.99,6.74,4.537,2.036,-5.362,-4.900878999999996
